"X","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status","Date"
31,"Broken Hill","50 Coree Street, Finley","$170,000",1,3,747.5,1126.84,"Sold","22 Apr 2019"
32,"Port Macquarie","32 Gladstone Street, West Wyalong","$170,000",1,3,245.05,374.344,"Sold","18 Apr 2019"
33,"South Grafton","129/71 Rutleys Road, Wyee Point","$140,000",2,1,380.516666666667,597.104,"Sold","18 Apr 2019"
34,"Winston Hills","4 Gordon Street, Culcairn","$128,000",1,3,11.8333333333333,8.122,"Sold","18 Apr 2019"
35,"Broken Hill","74 Martyn Street, Ashford","$125,000",1,3,747.5,1126.84,"Sold","17 Apr 2019"
36,"Kelso","7 Walla Street, Cooma","$146,500",1,2,147.9,180.4,"Sold","15 Apr 2019"
37,"Springfield","16 Maitland Street, West Wyalong","$126,000",1,2,66.4333333333333,70.3,"Sold","15 Apr 2019"
38,"Cumnock","133 Malpas Street, Guyra","$120,000",1,3,234.65,297.163,"Sold","15 Apr 2019"
39,"Oberon","Address available on request, Nevertire","$105,000",2,2,142.283333333333,162.662,"Sold","15 Apr 2019"
40,"Broken Hill","12 Thelma Street, Forbes","$165,000",1,2,747.5,1126.84,"Sold","13 Apr 2019"
41,"Broken Hill","45 Cedar Crescent, Forbes","$86,000",1,3,747.5,1126.84,"Sold","13 Apr 2019"
42,"Broken Hill","55 Cardwell Street, Bombala","$170,000",1,4,747.5,1126.84,"Sold","12 Apr 2019"
43,"Aberdeen","23 Herbert Street, Gunnedah","$152,000",1,3,178.466666666667,251.816,"Sold","12 Apr 2019"
44,"Lockhart","16 Brush Box Street, Lake Hume Village, Albury","$120,000",1,3,319.516666666667,519.498,"Sold","12 Apr 2019"
45,"Pooncarie","114, 612-628 Goonoo Goonoo Road - City Lights Caravan Park, Tamworth","$68,000",1,2,703,1137.758,"Sold","12 Apr 2019"
46,"Broken Hill","55/250 Kirkwood Road West, Tweed Heads South","$10,000",1,2,747.5,1126.84,"Sold","12 Apr 2019"
47,"Coonamble","7 Williams Street, Barraba","$174,000",1,2,371.333333333333,517.207,"Sold","11 Apr 2019"
48,"Broken Hill","96 Hunter Street, Glen Innes","$140,000",1,3,747.5,1126.84,"Sold","11 Apr 2019"
49,"South Grafton","207 Ryan Street, Broken Hill","$40,000",1,3,380.516666666667,597.104,"Sold","11 Apr 2019"
50,"Turramurra","22 Margaret Crescent, South Grafton","$157,000",1,3,26.5666666666667,16.786,"Sold","10 Apr 2019"
51,"Broken Hill","43 Walter Street, Finley","$108,000",1,3,747.5,1126.84,"Sold","10 Apr 2019"
52,"Coonamble","18/5189 Riverina Highway, Howlong","$104,000",1,2,371.333333333333,517.207,"Sold","10 Apr 2019"
53,"Broken Hill","Address available on request, Warren","$70,000",1,2,747.5,1126.84,"Sold","10 Apr 2019"
54,"Scone","35 MERINGO STREET, Narromine","$117,000",1,4,191.116666666667,265.882,"Sold","09 Apr 2019"
55,"Kooringal","68 Spoonbill Crescent, Sutton","$99,000",1,2,275,455.478,"Sold","09 Apr 2019"
56,"Broken Hill","55 Perry Street, Euston","$171,000",1,3,747.5,1126.84,"Sold","08 Apr 2019"
57,"Port Macquarie","174 Hebbard Street, Broken Hill","$90,000",1,3,245.05,374.344,"Sold","08 Apr 2019"
58,"South Grafton","28 FIFTH AVENUE, Narromine","$134,500",1,3,380.516666666667,597.104,"Sold","05 Apr 2019"
59,"Winston Hills","14/41A Brentwood Street, Muswellbrook","$153,000",1,3,11.8333333333333,8.122,"Sold","03 Apr 2019"
60,"Broken Hill","14-16 Learmonth Street, Willow Tree","$77,500",1,2,747.5,1126.84,"Sold","03 Apr 2019"
61,"Kelso","E3/9 Milpera Road, Green Point","$125,000",1,2,147.9,180.4,"Sold","02 Apr 2019"
62,"Springfield","160 Piper Street, Broken Hill","$115,000",1,3,66.4333333333333,70.3,"Sold","02 Apr 2019"
63,"Cumnock","59 Broad Street, Eugowra","$84,000",1,3,234.65,297.163,"Sold","02 Apr 2019"
64,"Oberon","2 Prince Avenue, Uralla","$155,000",1,2,142.283333333333,162.662,"Sold","30 Mar 2019"
65,"Broken Hill","332 Fallon Street, North Albury","$147,000",1,3,747.5,1126.84,"Sold","30 Mar 2019"
66,"Broken Hill","22 Dumaresq Street, West Wyalong","$140,000",1,3,747.5,1126.84,"Sold","30 Mar 2019"
67,"Broken Hill","3/25 Ramsay Street, Corowa","$173,000",1,3,747.5,1126.84,"Sold","29 Mar 2019"
68,"Aberdeen","8 Tenterden Street, Guyra","$170,000",1,2,178.466666666667,251.816,"Sold","29 Mar 2019"
69,"Lockhart","23 Spence Street, Taree","$160,000",1,2,319.516666666667,519.498,"Sold","29 Mar 2019"
70,"Pooncarie","15 Campbell St, Kandos","$160,000",1,4,703,1137.758,"Sold","29 Mar 2019"
71,"Broken Hill","160 Newton St, Broken Hill","$135,000",1,3,747.5,1126.84,"Sold","29 Mar 2019"
72,"Coonamble","14 Maitland Street, West Wyalong","$140,000",1,2,371.333333333333,517.207,"Sold","28 Mar 2019"
73,"Broken Hill","35 Myrtle St, Gilgandra","$80,000",1,3,747.5,1126.84,"Sold","28 Mar 2019"
74,"South Grafton","14 Snelson Street, Cobar","$140,000",1,3,380.516666666667,597.104,"Sold","27 Mar 2019"
75,"Turramurra","97 Wills Street, Broken Hill","$130,000",1,3,26.5666666666667,16.786,"Sold","27 Mar 2019"
76,"Broken Hill","Cabin 10 2940 Salisbury Road, Salisbury via, Dungog","$110,000",1,2,747.5,1126.84,"Sold","27 Mar 2019"
77,"Coonamble","68 Patton Street, Broken Hill","$91,000",1,2,371.333333333333,517.207,"Sold","27 Mar 2019"
78,"Broken Hill","Address available on request, Temora","$170,000",1,2,747.5,1126.84,"Sold","26 Mar 2019"
79,"Scone","Address available on request, Barmedman","$168,000",2,5,191.116666666667,265.882,"Sold","26 Mar 2019"
80,"Kooringal","29 French St, Junee","$149,000",1,2,275,455.478,"Sold","26 Mar 2019"
81,"Broken Hill","4 Pittsford Street, Quirindi","$142,000",1,2,747.5,1126.84,"Sold","26 Mar 2019"
82,"Port Macquarie","25 Dudley Street, Gilgandra","$135,000",1,4,245.05,374.344,"Sold","26 Mar 2019"
83,"South Grafton","21 Station Street, Melinga","$130,000",1,1,380.516666666667,597.104,"Sold","26 Mar 2019"
84,"Winston Hills","66 Warri Street, Ardlethan","$78,000",1,1,11.8333333333333,8.122,"Sold","26 Mar 2019"
85,"Broken Hill","420 Lane Lane, Broken Hill","$50,000",1,1,747.5,1126.84,"Sold","26 Mar 2019"
86,"Kelso","4 Clarke Way, Kenthurst","$20,000",4,4,147.9,180.4,"Sold","26 Mar 2019"
87,"Springfield","136 Henderson Road, Alexandria","$20,000",1,1,66.4333333333333,70.3,"Sold","26 Mar 2019"
88,"Cumnock","14 Bundarra Road, Armidale","$158,000",1,2,234.65,297.163,"Sold","25 Mar 2019"
89,"Oberon","6/450 Kotthoff Street, Lavington","$130,000",1,2,142.283333333333,162.662,"Sold","25 Mar 2019"
90,"Broken Hill","55 - 59 Gypsum Street, Broken Hill","$155,000",1,1,747.5,1126.84,"Sold","23 Mar 2019"
91,"Broken Hill","21/17 Hall Street, Aberdeen","$135,000",1,2,747.5,1126.84,"Sold","22 Mar 2019"
92,"Broken Hill","11 Purcell Drive, Narrabri","$130,000",1,3,747.5,1126.84,"Sold","22 Mar 2019"
93,"Aberdeen","Site 94 Brooms Head Caravan Park, Off Ocean Road, Brooms Head","$75,000",1,1,178.466666666667,251.816,"Sold","22 Mar 2019"
94,"Lockhart","539 Lane Street, Broken Hill","$42,000",1,2,319.516666666667,519.498,"Sold","22 Mar 2019"
95,"Pooncarie","2 Gallipoli Avenue, Junee","$170,000",1,3,703,1137.758,"Sold","21 Mar 2019"
96,"Broken Hill","28 Marsh Street, Wellington","$160,000",1,4,747.5,1126.84,"Sold","21 Mar 2019"
97,"Coonamble","36 Audley Street, Narrandera","$130,000",1,3,371.333333333333,517.207,"Sold","21 Mar 2019"
98,"Broken Hill","16-18 Davis Street, Berrigan","$75,000",1,3,747.5,1126.84,"Sold","21 Mar 2019"
99,"South Grafton","66 Redfern Street, Cowra","$175,000",1,3,380.516666666667,597.104,"Sold","20 Mar 2019"
100,"Turramurra","121/81 Kalaroo Road, Redhead","$150,000",1,3,26.5666666666667,16.786,"Sold","20 Mar 2019"
101,"Broken Hill","121 Pierce Street, Wellington","$150,000",1,3,747.5,1126.84,"Sold","20 Mar 2019"
102,"Coonamble","Site 119/8 Hearnes Lake Road, The Pines, Woolgoolga","$175,000",1,2,371.333333333333,517.207,"Sold","18 Mar 2019"
103,"Broken Hill","V7/52 Wellington Drive, Nambucca Heads","$170,000",1,2,747.5,1126.84,"Sold","18 Mar 2019"
104,"Scone","10 Dungaleer Street, Cowra","$158,500",1,2,191.116666666667,265.882,"Sold","18 Mar 2019"
105,"Kooringal","32 Palmer Street, Wellington","$134,000",1,3,275,455.478,"Sold","18 Mar 2019"
106,"Broken Hill","9 Lachlan Street, Boree Creek","$95,000",1,3,747.5,1126.84,"Sold","18 Mar 2019"
107,"Port Macquarie","62 Churchill Avenue, Orange","$82,000",1,3,245.05,374.344,"Sold","16 Mar 2019"
108,"South Grafton","29 Mount Street, Scone","$130,000",1,2,380.516666666667,597.104,"Sold","15 Mar 2019"
109,"Winston Hills","14 Samuel Street, Wellington","$125,000",1,2,11.8333333333333,8.122,"Sold","15 Mar 2019"
110,"Broken Hill","Address available on request, Warren","$85,000",1,3,747.5,1126.84,"Sold","15 Mar 2019"
111,"Kelso","2/17 Terara Road, Terara","$73,000",1,1,147.9,180.4,"Sold","15 Mar 2019"
112,"Springfield","212 Lowry Street, North Albury","$155,000",1,3,66.4333333333333,70.3,"Sold","14 Mar 2019"
113,"Cumnock","13 Dover Street, Moree","$173,000",1,3,234.65,297.163,"Sold","13 Mar 2019"
114,"Oberon","1/8 Goruk Close, Muswellbrook","$167,500",1,2,142.283333333333,162.662,"Sold","13 Mar 2019"
115,"Broken Hill","54 Nyang Street, Moulamein","$157,000",2,3,747.5,1126.84,"Sold","12 Mar 2019"
116,"Broken Hill","22 White Street, Darlington Point","$125,000",1,2,747.5,1126.84,"Sold","12 Mar 2019"
117,"Broken Hill","13 Blanche Peadon Drive, Narrabri","$105,000",1,3,747.5,1126.84,"Sold","09 Mar 2019"
118,"Aberdeen","15 Bourke Street, Deepwater","$144,500",1,1,178.466666666667,251.816,"Sold","08 Mar 2019"
119,"Lockhart","4 Midgeon Street, Narrandera","$135,000",1,3,319.516666666667,519.498,"Sold","08 Mar 2019"
120,"Pooncarie","13 Wilkins Street, Muswellbrook","$170,000",1,2,703,1137.758,"Sold","07 Mar 2019"
121,"Broken Hill","3/2-10 Duffys Road, Terrigal","$160,000",1,2,747.5,1126.84,"Sold","07 Mar 2019"
122,"Coonamble","39 Coolamon Street, Ariah Park","$120,000",1,3,371.333333333333,517.207,"Sold","07 Mar 2019"
123,"Broken Hill","262 Williams Street, Broken Hill","$98,000",1,3,747.5,1126.84,"Sold","07 Mar 2019"
124,"South Grafton","18 Bangalla Crescent, Wellington","$95,000",1,2,380.516666666667,597.104,"Sold","07 Mar 2019"
125,"Turramurra","39 Henry Street, Barraba","$89,000",1,3,26.5666666666667,16.786,"Sold","07 Mar 2019"
126,"Broken Hill","247 River Street, Maclean","$50,000",1,1,747.5,1126.84,"Sold","07 Mar 2019"
127,"Coonamble","5  Moon Crescent, Parkes","$170,000",1,2,371.333333333333,517.207,"Sold","06 Mar 2019"
128,"Broken Hill","40/340 Blackmans Point Road, Blackmans Point","$159,000",1,2,747.5,1126.84,"Sold","06 Mar 2019"
129,"Scone","51 Operator Street, West Wyalong","$115,000",1,3,191.116666666667,265.882,"Sold","06 Mar 2019"
130,"Kooringal","16 Gap Street, Emmaville","$110,000",1,3,275,455.478,"Sold","06 Mar 2019"
131,"Broken Hill","66 Oak Street, Moree","$110,000",3,7,747.5,1126.84,"Sold","06 Mar 2019"
132,"Port Macquarie","193 Wills Street, Broken Hill","$19,000",1,3,245.05,374.344,"Sold","06 Mar 2019"
133,"South Grafton","24 Beaury Street, Urbenville","$175,000",2,3,380.516666666667,597.104,"Sold","05 Mar 2019"
134,"Winston Hills","4 Casuarina Avenue, Broken Hill","$140,000",1,3,11.8333333333333,8.122,"Sold","05 Mar 2019"
135,"Broken Hill","8 Pioneer Street, Batlow","$135,000",1,2,747.5,1126.84,"Sold","05 Mar 2019"
136,"Kelso","1-2 325 Edward Street, Moree","$105,000",2,4,147.9,180.4,"Sold","05 Mar 2019"
137,"Springfield","31 Dubbo Street, Coonamble","$90,000",1,3,66.4333333333333,70.3,"Sold","05 Mar 2019"
138,"Cumnock","38/71 Rutleys Road, Wyee Point","$43,000",1,2,234.65,297.163,"Sold","05 Mar 2019"
139,"Oberon","91 Cassin Street, Wyalong","$170,000",1,3,142.283333333333,162.662,"Sold","04 Mar 2019"
140,"Broken Hill","11 Larmer Street, Narrandera","$155,000",1,3,747.5,1126.84,"Sold","04 Mar 2019"
141,"Broken Hill","60 Henry Street, Werris Creek","$155,000",1,3,747.5,1126.84,"Sold","04 Mar 2019"
142,"Broken Hill","15  Strickland Street, Gilgandra","$111,000",1,3,747.5,1126.84,"Sold","04 Mar 2019"
143,"Aberdeen","16 MOORE STREET, Emmaville","$105,000",1,2,178.466666666667,251.816,"Sold","01 Mar 2019"
144,"Lockhart","57 Acacia Avenue, Leeton","$105,000",1,2,319.516666666667,519.498,"Sold","01 Mar 2019"
145,"Pooncarie","76 Simpson Street, Wellington","$70,000",1,2,703,1137.758,"Sold","01 Mar 2019"
146,"Broken Hill","35 Blueberry Road, Moree","$160,000",1,3,747.5,1126.84,"Sold","28 Feb 2019"
147,"Coonamble","54 Urben Street, Urbenville","$100,000",1,1,371.333333333333,517.207,"Sold","28 Feb 2019"
148,"Broken Hill","4/731 Princes Highway, Eden","$145,000",1,2,747.5,1126.84,"Sold","27 Feb 2019"
149,"South Grafton","40 Tobruk Avenue, Muswellbrook","$136,000",1,3,380.516666666667,597.104,"Sold","27 Feb 2019"
150,"Turramurra","488 Cooper Drive, Clandulla","$103,000",1,2,26.5666666666667,16.786,"Sold","27 Feb 2019"
151,"Broken Hill","74 Dalgetty Street, Narrandera","$155,000",1,3,747.5,1126.84,"Sold","26 Feb 2019"
152,"Coonamble","25 Monash Street, West Wyalong","$130,000",1,2,371.333333333333,517.207,"Sold","26 Feb 2019"
153,"Broken Hill","84/39 Karalta Road, Erina","$130,000",1,2,747.5,1126.84,"Sold","26 Feb 2019"
154,"Scone","18 Kook Street, Darlington Point","$128,000",1,3,191.116666666667,265.882,"Sold","26 Feb 2019"
155,"Kooringal","43 Hawthorne Street, South Grafton","$167,000",1,2,275,455.478,"Sold","25 Feb 2019"
156,"Broken Hill","59 Railway Parade, Culcairn","$93,000",1,3,747.5,1126.84,"Sold","25 Feb 2019"
157,"Port Macquarie","78 - 80 Harris Street, Broken Hill","$62,000",1,2,245.05,374.344,"Sold","25 Feb 2019"
158,"South Grafton","134 Pierce Street, Wellington","$60,000",1,1,380.516666666667,597.104,"Sold","25 Feb 2019"
159,"Winston Hills","97 Cassin Street, West Wyalong","$172,500",1,3,11.8333333333333,8.122,"Sold","22 Feb 2019"
160,"Broken Hill","161 Neill Street, Harden","$140,000",1,3,747.5,1126.84,"Sold","22 Feb 2019"
161,"Kelso","37 Moon Street, Wingham","$135,000",1,2,147.9,180.4,"Sold","22 Feb 2019"
162,"Springfield","26/478 Ocean Drive, Laurieton","$115,000",1,2,66.4333333333333,70.3,"Sold","22 Feb 2019"
163,"Cumnock","77 Ellis Street, Brocklesby","$155,000",1,4,234.65,297.163,"Sold","21 Feb 2019"
164,"Oberon","38 Hampden Street, Finley","$118,000",2,3,142.283333333333,162.662,"Sold","21 Feb 2019"
165,"Broken Hill","6 Farley Street, Cullen Bullen","$170,050",1,3,747.5,1126.84,"Sold","20 Feb 2019"
166,"Broken Hill","6 Britannia Street, Stockinbingal","$135,000",1,2,747.5,1126.84,"Sold","20 Feb 2019"
167,"Broken Hill","1 Gaffney St, Oaklands","$125,000",1,4,747.5,1126.84,"Sold","20 Feb 2019"
168,"Aberdeen","120 Church Street, Glen Innes","$106,000",1,2,178.466666666667,251.816,"Sold","20 Feb 2019"
169,"Lockhart","1/24 Healeys Lane, Glen Innes","$170,000",1,2,319.516666666667,519.498,"Sold","19 Feb 2019"
170,"Pooncarie","29 Aldrin Avenue, Dubbo","$165,000",1,3,703,1137.758,"Sold","19 Feb 2019"
171,"Broken Hill","728 Blende Street, Broken Hill","$140,000",1,3,747.5,1126.84,"Sold","19 Feb 2019"
172,"Coonamble","32 Swan Street, Inverell","$137,500",1,3,371.333333333333,517.207,"Sold","19 Feb 2019"
173,"Broken Hill","57-2 Frost Road ""Seawinds Village"", Anna Bay","$135,000",1,1,747.5,1126.84,"Sold","18 Feb 2019"
174,"South Grafton","11 Blackwood Street, Leeton","$126,000",1,3,380.516666666667,597.104,"Sold","18 Feb 2019"
175,"Turramurra","99 Mount Lewis Avenue, Punchbowl","$88,500",1,6,26.5666666666667,16.786,"Sold","18 Feb 2019"
176,"Broken Hill","9/124 Margaret Street, Orange","$80,000",1,1,747.5,1126.84,"Sold","18 Feb 2019"
177,"Coonamble","43 Bombala Street, Delegate","$45,000",1,1,371.333333333333,517.207,"Sold","18 Feb 2019"
178,"Broken Hill","159 Glen Innes Road, Inverell","$165,000",1,3,747.5,1126.84,"Sold","15 Feb 2019"
179,"Scone","9 Hampden Street, Finley","$110,000",1,3,191.116666666667,265.882,"Sold","15 Feb 2019"
180,"Kooringal","110/126  Tamarind Drive, Ballina","$169,000",1,3,275,455.478,"Sold","14 Feb 2019"
181,"Broken Hill","116 Eagles Lane, Koraleigh","$168,000",1,2,747.5,1126.84,"Sold","14 Feb 2019"
182,"Port Macquarie","2 Market Street, Bombala","$165,000",1,2,245.05,374.344,"Sold","14 Feb 2019"
183,"South Grafton","10 Lae Avenue, Ashmont","$120,000",1,3,380.516666666667,597.104,"Sold","14 Feb 2019"
184,"Winston Hills","290 Honour Avenue, Corowa","$120,000",1,2,11.8333333333333,8.122,"Sold","14 Feb 2019"
185,"Broken Hill","58 Connorton Avenue, Ashmont","$120,000",1,3,747.5,1126.84,"Sold","14 Feb 2019"
186,"Kelso","46 Winton Street, Tumbarumba","$153,000",1,2,147.9,180.4,"Sold","13 Feb 2019"
187,"Springfield","15 - 17 Nandabah Street, Rappville","$145,000",2,3,66.4333333333333,70.3,"Sold","13 Feb 2019"
188,"Cumnock","26 Bent St, Kandos","$170,000",1,3,234.65,297.163,"Sold","12 Feb 2019"
189,"Oberon","15 Tarakan Avenue, Ashmont","$165,000",1,3,142.283333333333,162.662,"Sold","12 Feb 2019"
190,"Broken Hill","12 Fitzroy Street, Barraba","$122,000",1,4,747.5,1126.84,"Sold","12 Feb 2019"
191,"Broken Hill","41 Cryland Street, Emmaville","$155,000",1,3,747.5,1126.84,"Sold","11 Feb 2019"
192,"Broken Hill","6 Lee Street, Cowra","$106,000",1,3,747.5,1126.84,"Sold","11 Feb 2019"
193,"Aberdeen","27 Mertin Street, Bourke","$142,500",1,3,178.466666666667,251.816,"Sold","09 Feb 2019"
194,"Lockhart","40 Oberon Street, Eugowra","$164,000",1,3,319.516666666667,519.498,"Sold","08 Feb 2019"
195,"Pooncarie","7 Martin Street, Corowa","$160,000",1,2,703,1137.758,"Sold","08 Feb 2019"
196,"Broken Hill","1/210 Adams Street, Wentworth","$175,000",1,2,747.5,1126.84,"Sold","07 Feb 2019"
197,"Coonamble","116 Warne Street, Wellington","$175,000",1,3,371.333333333333,517.207,"Sold","07 Feb 2019"
198,"Broken Hill","79 Binnia Street, Coolah","$155,000",1,2,747.5,1126.84,"Sold","07 Feb 2019"
199,"South Grafton","69 Newton Street, Broken Hill","$83,500",1,3,380.516666666667,597.104,"Sold","07 Feb 2019"
200,"Turramurra","1 Burrendong Way, Mumbil","$80,000",1,2,26.5666666666667,16.786,"Sold","07 Feb 2019"
201,"Broken Hill","113 Eyre St, Broken Hill","$49,000",1,3,747.5,1126.84,"Sold","07 Feb 2019"
202,"Coonamble","16 Boronia Road, Karuah","$175,000",1,1,371.333333333333,517.207,"Sold","06 Feb 2019"
203,"Broken Hill","26 Monash Street, Mount Austin","$165,000",1,3,747.5,1126.84,"Sold","06 Feb 2019"
204,"Scone","43 Tindale Street, Muswellbrook","$162,500",1,3,191.116666666667,265.882,"Sold","06 Feb 2019"
205,"Kooringal","39 Binyah St., Whitton, Leeton","$145,000",1,3,275,455.478,"Sold","06 Feb 2019"
206,"Broken Hill","1/687 Pacific Highway, Belmont","$115,000",1,1,747.5,1126.84,"Sold","06 Feb 2019"
207,"Port Macquarie","75 Marshall Street, Cobar","$115,000",1,3,245.05,374.344,"Sold","06 Feb 2019"
208,"South Grafton","295 Wilson Street, Broken Hill","$100,000",1,3,380.516666666667,597.104,"Sold","06 Feb 2019"
209,"Winston Hills","250 Lane Street, Broken Hill","$92,000",1,3,11.8333333333333,8.122,"Sold","06 Feb 2019"
210,"Broken Hill","35 Spring Street, Ganmain","$150,000",1,3,747.5,1126.84,"Sold","05 Feb 2019"
211,"Kelso","14 Bella Street, Horseshoe Bend","$155,000",1,2,147.9,180.4,"Sold","04 Feb 2019"
212,"Springfield","49 Villiers Street, Portland","$150,000",1,3,66.4333333333333,70.3,"Sold","04 Feb 2019"
213,"Cumnock","14 Cedar Crescent, Forbes","$101,000",1,3,234.65,297.163,"Sold","02 Feb 2019"
214,"Oberon","28 Moresby Street, Orange","$174,000",1,1,142.283333333333,162.662,"Sold","01 Feb 2019"
215,"Broken Hill","37 Logan Street, Cowra","$169,000",1,3,747.5,1126.84,"Sold","01 Feb 2019"
216,"Broken Hill","12 Crystal Street, Broken Hill","$138,000",1,3,747.5,1126.84,"Sold","01 Feb 2019"
217,"Broken Hill","155 Church Street, Glen Innes","$175,000",1,3,747.5,1126.84,"Sold","31 Jan 2019"
218,"Aberdeen","63/71 Rutleys Road, Wyee Point","$145,000",1,2,178.466666666667,251.816,"Sold","31 Jan 2019"
219,"Lockhart","41 Forbes Road, Parkes","$125,000",1,2,319.516666666667,519.498,"Sold","31 Jan 2019"
220,"Pooncarie","29 Henry Street, Barraba","$120,000",1,3,703,1137.758,"Sold","31 Jan 2019"
221,"Broken Hill","J7/9 Milpera Road, Green Point","$164,000",1,2,747.5,1126.84,"Sold","30 Jan 2019"
222,"Coonamble","51 Fortune Street, Quirindi","$106,000",1,4,371.333333333333,517.207,"Sold","30 Jan 2019"
223,"Broken Hill","5 King Street, Yeoval","$60,000",1,3,747.5,1126.84,"Sold","30 Jan 2019"
224,"South Grafton","44-46 Main Street, Gooloogong","$130,000",1,1,380.516666666667,597.104,"Sold","29 Jan 2019"
225,"Turramurra","10 Lindsay Avenue, Inverell","$125,000",2,4,26.5666666666667,16.786,"Sold","29 Jan 2019"
226,"Broken Hill","39 Forbes Road, Parkes","$125,000",1,2,747.5,1126.84,"Sold","25 Jan 2019"
227,"Coonamble","3 South Lynne Close, Nundle","$120,000",1,2,371.333333333333,517.207,"Sold","24 Jan 2019"
228,"Broken Hill","28 Corralyn Avenue, Batlow","$160,000",1,2,747.5,1126.84,"Sold","23 Jan 2019"
229,"Scone","259 River Street, Greenhill","$132,000",1,1,191.116666666667,265.882,"Sold","23 Jan 2019"
230,"Kooringal","29 Queen Street, Barmedman","$115,000",1,2,275,455.478,"Sold","23 Jan 2019"
231,"Broken Hill","7 Booral Avenue, Tumut","$150,000",1,3,747.5,1126.84,"Sold","22 Jan 2019"
232,"Port Macquarie","36 Prescott Street, Copmanhurst","$110,000",1,3,245.05,374.344,"Sold","22 Jan 2019"
233,"South Grafton","45 Loder Street, Quirindi","$170,000",1,2,380.516666666667,597.104,"Sold","21 Jan 2019"
234,"Winston Hills","3 Knight Street, Coonabarabran","$135,000",1,2,11.8333333333333,8.122,"Sold","21 Jan 2019"
235,"Broken Hill","7 William Street, Narrandera","$131,500",1,3,747.5,1126.84,"Sold","21 Jan 2019"
236,"Kelso","2 Hill Street, Coonabarabran","$131,000",1,2,147.9,180.4,"Sold","21 Jan 2019"
237,"Springfield","3 Souter Street, Bundarra","$130,000",1,3,66.4333333333333,70.3,"Sold","21 Jan 2019"
238,"Cumnock","45 Hampden Street, Finley","$130,000",1,3,234.65,297.163,"Sold","21 Jan 2019"
239,"Oberon","3 Masman St, Baradine","$120,000",1,3,142.283333333333,162.662,"Sold","19 Jan 2019"
240,"Broken Hill","10030 Guyra Road, Guyra","$148,000",1,5,747.5,1126.84,"Sold","18 Jan 2019"
241,"Broken Hill","55 Sandilands Street, Bonalbo","$138,000",1,3,747.5,1126.84,"Sold","18 Jan 2019"
242,"Broken Hill","99/1A Kalaroo Road, Redhead","$112,500",1,2,747.5,1126.84,"Sold","18 Jan 2019"
243,"Aberdeen","3 Buccleugh Street, Cassilis","$105,000",1,3,178.466666666667,251.816,"Sold","18 Jan 2019"
244,"Lockhart","12 Rodney Street, Barraba","$45,000",1,2,319.516666666667,519.498,"Sold","18 Jan 2019"
245,"Pooncarie","18 Mitchell Street, Leeton","$168,000",1,3,703,1137.758,"Sold","17 Jan 2019"
246,"Broken Hill","45 Gleno Street, Inverell","$145,000",1,3,747.5,1126.84,"Sold","17 Jan 2019"
247,"Coonamble","34 Waratah Crescent, West Albury","$145,000",1,3,371.333333333333,517.207,"Sold","17 Jan 2019"
248,"Broken Hill","97/126 Tamarind Drive, Ballina","$137,000",1,2,747.5,1126.84,"Sold","17 Jan 2019"
249,"South Grafton","55 Bourke St, Brewarrina","$150,000",1,3,380.516666666667,597.104,"Sold","16 Jan 2019"
250,"Turramurra","45/429 McDonald Road, Lavington","$106,000",1,2,26.5666666666667,16.786,"Sold","16 Jan 2019"
251,"Broken Hill","138 Coronation Avenue, Glen Innes","$160,000",1,2,747.5,1126.84,"Sold","15 Jan 2019"
252,"Coonamble","9 Nuralda Place, Cooma","$160,000",1,3,371.333333333333,517.207,"Sold","15 Jan 2019"
253,"Broken Hill","21 Kinred Street, Tumut","$153,000",1,3,747.5,1126.84,"Sold","15 Jan 2019"
254,"Scone","2 Angophora Way, South Grafton","$149,000",1,3,191.116666666667,265.882,"Sold","15 Jan 2019"
255,"Kooringal","21 Ripon Street, Young","$172,500",1,3,275,455.478,"Sold","14 Jan 2019"
256,"Broken Hill","11 Goodes Lane, Grenfell","$154,000",1,1,747.5,1126.84,"Sold","14 Jan 2019"
257,"Port Macquarie","5 FARNELL STREET, Mendooran","$110,000",1,3,245.05,374.344,"Sold","14 Jan 2019"
258,"South Grafton","8 High Street, Condobolin","$97,500",1,3,380.516666666667,597.104,"Sold","14 Jan 2019"
259,"Winston Hills","25 Barooga St, Berrigan","$89,000",1,2,11.8333333333333,8.122,"Sold","14 Jan 2019"
260,"Broken Hill","507 Lane Lane, Broken Hill","$46,000",1,2,747.5,1126.84,"Sold","14 Jan 2019"
261,"Kelso","9 Tingha Road, Inverell","$168,000",1,3,147.9,180.4,"Sold","12 Jan 2019"
262,"Springfield","6 Callaghan Street, Ashmont","$150,000",1,3,66.4333333333333,70.3,"Sold","10 Jan 2019"
263,"Cumnock","17 North Street, Bribbaree","$125,000",1,3,234.65,297.163,"Sold","09 Jan 2019"
264,"Oberon","12 ARMOUR STREET, Corowa","$115,000",1,3,142.283333333333,162.662,"Sold","09 Jan 2019"
265,"Broken Hill","39 Yartla Street, Menindee","$175,000",1,5,747.5,1126.84,"Sold","08 Jan 2019"
266,"Broken Hill","54 Steel Street, Corowa","$138,000",1,3,747.5,1126.84,"Sold","08 Jan 2019"
267,"Broken Hill","5-7 Alford Road, Gunnedah","$120,000",1,2,747.5,1126.84,"Sold","08 Jan 2019"
