"X","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status","Date"
945,"Pooncarie","98 Moore Street, Emmaville","$165,000",1,4,703,1137.758,"ForSale",NA
946,"Broken Hill","41 Morish Street, Broken Hill","$115,000",1,4,747.5,1126.84,"ForSale",NA
947,"Coonamble","Lot 9 Purcell Drive, Woodstock","$180,000",1,2,371.333333333333,517.207,"ForSale",NA
948,"Broken Hill","17 Bukkulla Street, Ashford","$135,000",1,2,747.5,1126.84,"ForSale",NA
949,"South Grafton","696 Chapple Street, Broken Hill","$115,000",1,3,380.516666666667,597.104,"ForSale",NA
950,"Turramurra","14 Warrmatta Street, Finley","$105,000",1,4,28.3,23.022,"ForSale",NA
951,"Broken Hill","5 Kennard Street, Wellington","$140,000",1,3,747.5,1126.84,"ForSale",NA
952,"Coonamble","38 Kindra Street, Rand","NEW PRICE $110,000",1,3,371.333333333333,517.207,"ForSale",NA
953,"Broken Hill","36 Rodney Street, Barraba","$149,000",1,3,747.5,1126.84,"ForSale",NA
954,"Scone","14-16 Head Street, Bombala","$140,000",1,3,191.116666666667,265.882,"ForSale",NA
955,"Kooringal","20-22 Berrigan Road, Finley","$125,000.00",1,2,275,455.478,"ForSale",NA
956,"Broken Hill","2/4 Delray Court, Maryland","$475,000",1,3,747.5,1126.84,"ForSale",NA
957,"Port Macquarie","12 Warrina Crescent, Moree","$160,000",1,3,245.05,374.344,"ForSale",NA
958,"South Grafton","38 Arthur Street, Wellington","$209,500",1,3,380.516666666667,597.104,"ForSale",NA
960,"Broken Hill","21 Sawmill Lane, Kingstown","$120,000",1,2,747.5,1126.84,"ForSale",NA
961,"Kelso","24 Holding Street, Menindee","$70,000 REASONABLE OFFERS CONSIDERED",1,2,147.9,180.4,"ForSale",NA
962,"Springfield","35-37 Parkes Street, Wellington","$159,000",2,4,66.4333333333333,70.3,"ForSale",NA
963,"Cumnock","5/210 Pacific Highway, Coffs Harbour","$155,000 Negotiable",1,2,234.65,297.163,"ForSale",NA
964,"Oberon","7 Jack Street, Inverell","$190,000",1,3,152.283333333333,172.362,"ForSale",NA
965,"Broken Hill","24 Belah Street, Rand","$90,000",1,3,747.5,1126.84,"ForSale",NA
966,"Broken Hill","290 Warialda Street, Moree","$130,000",1,3,747.5,1126.84,"ForSale",NA
967,"Broken Hill","13 Cornish Street, Cobar","NOW $119,000",1,2,747.5,1126.84,"ForSale",NA
968,"Aberdeen","46 Capeen  Street, Bonalbo","$159,000",1,3,178.466666666667,251.816,"ForSale",NA
969,"Lockhart","55/2 Mulloway Road, Chain Valley Bay","$160,000 - $175,000",1,2,319.516666666667,519.498,"ForSale",NA
970,"Pooncarie","468 Macauley Street, Hay","$145,000",1,3,703,1137.758,"ForSale",NA
971,"Broken Hill","150 Parker Street, Hay","$140,000",1,3,747.5,1126.84,"ForSale",NA
972,"Coonamble","152 Parker Street, Hay","$140,000",1,2,371.333333333333,517.207,"ForSale",NA
973,"Broken Hill","56/491 River Street, Ballina","$145,000",2,2,747.5,1126.84,"ForSale",NA
974,"South Grafton","3 Cowper Street, Wee Waa","FOR SALE $170,000",1,3,380.516666666667,597.104,"ForSale",NA
975,"Turramurra","Address available on request, Bingara","$169,000",1,2,28.3,23.022,"ForSale",NA
976,"Broken Hill","330 Chester Street, Moree","$169,000",1,3,747.5,1126.84,"ForSale",NA
977,"Coonamble","Lot 64 Bushlands Road, Tocumwal","$140,000",1,2,371.333333333333,517.207,"ForSale",NA
978,"Broken Hill","10 Sweetwater Drive, Henty","$165,000",1,2,747.5,1126.84,"ForSale",NA
979,"Scone","17-19 Bathurst St, Brewarrina","$110,000",1,3,191.116666666667,265.882,"ForSale",NA
981,"Broken Hill","91 Queen Street, Warialda","$159,000",1,3,747.5,1126.84,"ForSale",NA
982,"Port Macquarie","6/16 Boundary Street, Moree","$124,000 negotiable",1,2,245.05,374.344,"ForSale",NA
983,"South Grafton","63 Wamboin Street, Gilgandra","$154,000",1,4,380.516666666667,597.104,"ForSale",NA
984,"Winston Hills","45  FITZROY STREET, Barraba","$129,000",2,2,11.8333333333333,8.122,"ForSale",NA
985,"Broken Hill","86/30 Holden Drive, Tweed Heads South","Reduced $169,000",1,2,747.5,1126.84,"ForSale",NA
986,"Kelso","344 Edward Street, Moree","$150,000",1,3,147.9,180.4,"ForSale",NA
987,"Springfield","19 & 20/111 Widgeram Road, Tura Beach","$110,000",1,2,66.4333333333333,70.3,"ForSale",NA
988,"Cumnock","156 Arthur Street, Wellington","$145,000 New Price!",2,3,234.65,297.163,"ForSale",NA
989,"Oberon","4 Railway Street, Gilgandra","$148,000",2,2,152.283333333333,172.362,"ForSale",NA
990,"Broken Hill","7 Hampden Street, Finley","$118,000",2,4,747.5,1126.84,"ForSale",NA
991,"Broken Hill","4 John Gray Avenue, Wee Waa","$175,000",1,4,747.5,1126.84,"ForSale",NA
992,"Broken Hill","80 Anne Street, Moree","$125,000",1,2,747.5,1126.84,"ForSale",NA
993,"Aberdeen","1 William Street, Urana","$175,000",2,3,178.466666666667,251.816,"ForSale",NA
994,"Lockhart","64 Twynam Street, Narrandera","Reduced $115,000",1,3,319.516666666667,519.498,"ForSale",NA
995,"Pooncarie","69-71 Railway Parade, Gravesend","$159,000",1,3,703,1137.758,"ForSale",NA
996,"Broken Hill","4/12 Slaughterhouse Road, Milton","$69,000 or reasonable offers",1,1,747.5,1126.84,"ForSale",NA
997,"Coonamble","36 Castlereagh Street, Coonamble","$150,000 ONO",1,1,371.333333333333,517.207,"ForSale",NA
998,"Broken Hill","9 Dibbs Street, Wellington","$144,500.00",1,5,747.5,1126.84,"ForSale",NA
999,"South Grafton","55 Railway Parade, Gravesend","$110,000",1,3,380.516666666667,597.104,"ForSale",NA
1000,"Turramurra","108 Aberford Street, Coonamble","$160,000 - $170,000",1,4,28.3,23.022,"ForSale",NA
1001,"Broken Hill","25 Ross Street, Coonamble","$145,000 - $155,000",1,4,747.5,1126.84,"ForSale",NA
1003,"Broken Hill","84 William street, Condobolin","$70,000",1,1,747.5,1126.84,"ForSale",NA
1004,"Scone","12 Queen, Baradine","$105,000",1,3,191.116666666667,265.882,"ForSale",NA
1005,"Kooringal","7 Ogle Avenue, Quirindi","Reduce to $172,500",1,3,275,455.478,"ForSale",NA
1006,"Broken Hill","21 John Street, Coonabarabran","$149,000",1,3,747.5,1126.84,"ForSale",NA
1007,"Port Macquarie","3 Waugoola Street, Cowra","$210,000",1,2,245.05,374.344,"ForSale",NA
1008,"South Grafton","68/12 Slaughterhouse Road, Milton","$170,000",1,2,380.516666666667,597.104,"ForSale",NA
1009,"Winston Hills","88 Jerilderie Street, Jerilderie","$135,000",1,3,11.8333333333333,8.122,"ForSale",NA
1010,"Broken Hill","81 Edwards St, Coonabarabran","$159,000",2,3,747.5,1126.84,"ForSale",NA
1011,"Kelso","14 Neilpo Street, Dareton","$139,000",1,3,147.9,180.4,"ForSale",NA
1012,"Springfield","44 Hampden Street, Finley","$130,000",1,3,66.4333333333333,70.3,"ForSale",NA
1013,"Cumnock","42 Yarran Street, Coonamble","$99,000",1,3,234.65,297.163,"ForSale",NA
1014,"Oberon","77/80-92 Queen Elizabeth Drive, Armidale","$89,000",1,1,152.283333333333,172.362,"ForSale",NA
1015,"Broken Hill","67 Oxley Street, Bourke","$148,500",2,4,747.5,1126.84,"ForSale",NA
1016,"Broken Hill","52/80-92 Queen Elizabeth Drive, Armidale","$89,000",1,1,747.5,1126.84,"ForSale",NA
1017,"Broken Hill","8 Stubbs Ave, Warren","$60,000",1,2,747.5,1126.84,"ForSale",NA
1018,"Aberdeen","1 Gatenby Street, Condobolin","$125,000",1,2,178.466666666667,251.816,"ForSale",NA
1019,"Lockhart","4 Waratah Avenue, Inverell","$144,000",1,3,319.516666666667,519.498,"ForSale",NA
1020,"Pooncarie","86 Byron Street, Inverell","$75,000 + SAV",1,1,703,1137.758,"ForSale",NA
1021,"Broken Hill","45 Milthorpe Street, Oaklands","$125,000",1,3,747.5,1126.84,"ForSale",NA
1022,"Coonamble","52 Cowper Street, Wee Waa","$125,000",1,3,371.333333333333,517.207,"ForSale",NA
1023,"Broken Hill","150  Neill Street, Harden","$95,000",1,2,747.5,1126.84,"ForSale",NA
1024,"South Grafton","9 Blanche Peadon Drive, Narrabri","$155,000",1,2,380.516666666667,597.104,"ForSale",NA
1025,"Turramurra","13 Linden Street, Barraba","$145,000",1,2,28.3,23.022,"ForSale",NA
1026,"Broken Hill","60 Harris Street, Trangie","$165,000",1,3,747.5,1126.84,"ForSale",NA
1027,"Coonamble","2C Dandaloo Lane, Narromine","REDUCED TO $99,000",1,2,371.333333333333,517.207,"ForSale",NA
1028,"Broken Hill","22 Pullaming St, Curlewis","$175,000",1,1,747.5,1126.84,"ForSale",NA
1029,"Scone","66 King St, Coonabarabran","$139,900",1,3,191.116666666667,265.882,"ForSale",NA
1030,"Kooringal","111 Simpson Street, Wellington","$119,500.00",1,3,275,455.478,"ForSale",NA
1031,"Broken Hill","14 Turners lane, Coolah","$150,000",1,3,747.5,1126.84,"ForSale",NA
1032,"Port Macquarie","157 Ferguson Street, Glen Innes","$175,000",1,2,245.05,374.344,"ForSale",NA
1033,"South Grafton","92 Coree Street, Finley","$170,000",1,3,380.516666666667,597.104,"ForSale",NA
1034,"Winston Hills","13 Stipa Street, Goolgowi","Asking $139,000",1,2,11.8333333333333,8.122,"ForSale",NA
1035,"Broken Hill","25 ARTHUR STREET, Wellington","$149,500",1,3,747.5,1126.84,"ForSale",NA
1036,"Kelso","136 Taylor, Glen Innes","$137,990",1,3,147.9,180.4,"ForSale",NA
1037,"Springfield","250 Manilla Street, Manilla","$130,000",1,3,66.4333333333333,70.3,"ForSale",NA
1038,"Cumnock","22 Nebea Street, Coonamble","$155,000 ONO",1,4,234.65,297.163,"ForSale",NA
1039,"Oberon","40 Rose Valley Road, Emmaville","$155,000",2,3,152.283333333333,172.362,"ForSale",NA
1040,"Broken Hill","23-25 White St, Coonabarabran","$170,000",1,3,747.5,1126.84,"ForSale",NA
1041,"Broken Hill","5 Parkes Street, Wellington","$89,000",1,2,747.5,1126.84,"ForSale",NA
1044,"Lockhart","389 Boston Street, Moree","$135,000",1,3,319.516666666667,519.498,"ForSale",NA
1045,"Pooncarie","27 Bruce Street, Cumnock","$149,000",1,3,703,1137.758,"ForSale",NA
1046,"Broken Hill","20 Mecklenberg St, Bega","$135,000",1,1,747.5,1126.84,"ForSale",NA
1047,"Coonamble","25 & 25A OAK STREET, Moree","$130,000",2,4,371.333333333333,517.207,"ForSale",NA
1048,"Broken Hill","46-48 MAUGHAN STREET, Wellington","$139,000.00",3,2,747.5,1126.84,"ForSale",NA
1049,"South Grafton","125 Alma Street, Wee Waa","$110,000",1,3,380.516666666667,597.104,"ForSale",NA
1050,"Turramurra","81 Morrison Street, Cobar","Price Guide $152,000 - $162,000",1,3,28.3,23.022,"ForSale",NA
1051,"Broken Hill","66 Rankin, Forbes","$140,000",1,1,747.5,1126.84,"ForSale",NA
1052,"Coonamble","26 Carbeen Street, Moree","$149,000",1,1,371.333333333333,517.207,"ForSale",NA
1054,"Scone","32 Severn Street, Deepwater","$135,000",1,2,191.116666666667,265.882,"ForSale",NA
1055,"Kooringal","29 - 31 Bowline Street, Bundarra","$135,000",1,3,275,455.478,"ForSale",NA
1056,"Broken Hill","50 Wrigley Street, Gilgandra","$150,000",1,3,747.5,1126.84,"ForSale",NA
1057,"Port Macquarie","26 CARBEEN STREET, Moree","$149,000",1,1,245.05,374.344,"ForSale",NA
1058,"South Grafton","26 Carbeen Street, Moree","$175,000",1,1,380.516666666667,597.104,"ForSale",NA
1059,"Winston Hills","15 Budd St, Berrigan","HUGE REDUCTION  $115,000 ono",1,3,11.8333333333333,8.122,"ForSale",NA
1060,"Broken Hill","19 Broad Street, Coonamble","$95000 OR BRING ME AN OFFER",1,2,747.5,1126.84,"ForSale",NA
1061,"Kelso","267 Ferguson Street, Glen Innes","130000",1,3,147.9,180.4,"ForSale",NA
1062,"Springfield","293 Morton Street, Moree","$68,000",1,2,66.4333333333333,70.3,"ForSale",NA
1063,"Cumnock","5 Bishop Street, Boomi","$150,000",1,4,234.65,297.163,"ForSale",NA
1064,"Oberon","30 Wallon Street, Garah","$150,000",1,2,152.283333333333,172.362,"ForSale",NA
